Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,SCAPL,SCAPD,SCATO,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPL,GCAPD,GCATO,GCASh,GCAFld,GCADef
1685,Lisandro Martínez,ARG,DF,Manchester Utd,Premier League,24,1998,23.5,18,0.765957447,16,0,0,1,0,1,1,0.042553191,1,0,0,0,0,0
1686,Lucas Martínez Quarta,ARG,DF,Fiorentina,Serie A,26,1996,24.1,28,1.161825726,21,2,0,4,0,1,2,0.082987552,2,0,0,0,0,0
1687,Roger Martínez,ESP,DF,Espanyol,La Liga,18,2004,0.1,2,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1688,Gelson Martins,POR,"MF,FW",Monaco,Ligue 1,27,1995,3.8,15,3.947368421,11,0,1,2,1,0,1,0.263157895,1,0,0,0,0,0
1689,Adam Marušić,MNE,DF,Lazio,Serie A,29,1992,30.7,35,1.140065147,28,3,0,1,0,3,3,0.09771987,2,0,0,1,0,0
1690,Omar Mascarell,ESP,"MF,DF",Elche,La Liga,29,1993,27.2,42,1.544117647,30,11,1,0,0,0,3,0.110294118,1,2,0,0,0,0
1691,Adam Masina,MAR,DF,Udinese,Serie A,28,1994,8.8,5,0.568181818,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,Jordi Masip,ESP,GK,Valladolid,La Liga,33,1989,27.9,4,0.143369176,2,2,0,0,0,0,1,0.035842294,0,1,0,0,0,0
1693,Erhan Mašović,SRB,"DF,MF",Bochum,Bundesliga,23,1998,24.2,18,0.743801653,15,0,0,2,0,1,0,0,0,0,0,0,0,0
1694,Han-Noah Massengo,FRA,MF,Auxerre,Ligue 1,21,2001,12.4,28,2.258064516,21,0,1,1,2,3,1,0.080645161,0,0,0,0,1,0
1695,Yanis Massolin,FRA,MF,Clermont Foot,Ligue 1,19,2002,0.7,1,1.428571429,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,Jaime Mata,ESP,"FW,MF",Getafe,La Liga,33,1988,4.9,10,2.040816327,8,0,0,2,0,0,2,0.408163265,1,0,0,1,0,0
1697,Pape Matar Sarr,SEN,"MF,FW",Tottenham,Premier League,19,2002,2.4,4,1.666666667,4,0,0,0,0,0,2,0.833333333,2,0,0,0,0,0
1698,Eliot Matazo,BEL,MF,Monaco,Ligue 1,20,2002,13.1,11,0.839694656,9,0,0,0,1,1,0,0,0,0,0,0,0,0
1699,Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,25,1997,8.6,8,0.930232558,3,0,0,3,2,0,1,0.11627907,0,0,0,0,1,0
1700,Nemanja Matić,SRB,MF,Roma,Serie A,33,1988,20.6,52,2.524271845,46,1,3,2,0,0,7,0.339805825,5,0,1,1,0,0
1701,Joël Matip,CMR,DF,Liverpool,Premier League,30,1991,12.1,16,1.32231405,14,0,0,2,0,0,0,0,0,0,0,0,0,0
1702,Henning Matriciani,GER,DF,Schalke 04,Bundesliga,22,2000,20.7,21,1.014492754,16,2,1,1,0,1,4,0.193236715,3,0,0,0,0,1
1703,Chrislain Matsima,FRA,"DF,MF","Lorient,Monaco",Ligue 1,20,2002,7.5,4,0.533333333,3,0,1,0,0,0,3,0.4,2,0,1,0,0,0
1705,Jean Mattéo Bahoya,FRA,"FW,MF",Angers,Ligue 1,17,2005,3,4,1.333333333,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1706,Azor Matusiwa,NED,MF,Reims,Ligue 1,24,1998,27.6,68,2.463768116,64,0,0,2,1,1,3,0.108695652,3,0,0,0,0,0
1707,Neal Maupay,FRA,FW,Everton,Premier League,25,1996,12.4,18,1.451612903,12,0,1,2,3,0,1,0.080645161,1,0,0,0,0,0
1708,Aïman Maurer,MAR,MF,Clermont Foot,Ligue 1,17,2004,5.6,13,2.321428571,8,2,1,1,1,0,1,0.178571429,1,0,0,0,0,0
1709,Stephy Mavididi,ENG,FW,Montpellier,Ligue 1,24,1998,14.3,44,3.076923077,22,0,8,7,5,2,4,0.27972028,3,0,1,0,0,0
1710,Konstantinos Mavropanos,GRE,DF,Stuttgart,Bundesliga,24,1997,25.4,37,1.456692913,26,2,2,5,1,1,4,0.157480315,3,0,0,0,0,1
1711,Christian Mawissa,FRA,DF,Toulouse,Ligue 1,17,2005,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,Philipp Max,GER,DF,Eint Frankfurt,Bundesliga,28,1993,7.7,31,4.025974026,17,11,1,2,0,0,1,0.12987013,1,0,0,0,0,0
1713,Eric Maxim Choupo-Moting,CMR,FW,Bayern Munich,Bundesliga,33,1989,12.4,42,3.387096774,33,0,4,4,0,1,5,0.403225806,5,0,0,0,0,0
1714,Luís Maximiano,POR,GK,Lazio,Serie A,23,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,Keke Maximilian Topp,GER,FW,Schalke 04,Bundesliga,18,2004,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,Fernand Mayembo,CGO,DF,Ajaccio,Ligue 1,26,1996,7.9,4,0.506329114,2,0,0,0,1,1,0,0,0,0,0,0,0,0
1717,Borja Mayoral,ESP,FW,Getafe,La Liga,25,1997,30.7,58,1.889250814,43,0,4,4,7,0,3,0.09771987,2,0,1,0,0,0
1718,Ibrahim Maza,GER,"MF,FW",Hertha BSC,Bundesliga,16,2005,0.8,1,1.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1719,Derek Mazou-Sacko,FRA,MF,Troyes,Ligue 1,17,2004,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,Noussair Mazraoui,MAR,DF,Bayern Munich,Bundesliga,24,1997,11.9,33,2.773109244,29,0,0,2,1,1,5,0.420168067,4,0,0,0,0,1
1721,Pasquale Mazzocchi,ITA,DF,Salernitana,Serie A,27,1995,21.8,63,2.889908257,43,12,5,0,2,1,9,0.412844037,5,1,2,0,1,0
1722,Kevin Mbabu,SUI,"DF,FW",Fulham,Premier League,27,1995,1.6,3,1.875,2,0,1,0,0,0,1,0.625,1,0,0,0,0,0
1723,Noah Mbamba,BEL,MF,Leverkusen,Bundesliga,17,2005,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
1724,Kylian Mbappé,FRA,FW,Paris S-G,Ligue 1,23,1998,31.3,143,4.568690096,96,3,19,15,10,0,23,0.734824281,12,0,4,5,2,0
1725,Mamadou Mbaye,SEN,DF,Cádiz,La Liga,24,1998,8.4,4,0.476190476,2,0,0,0,0,2,1,0.119047619,1,0,0,0,0,0
1726,Chancel Mbemba,COD,DF,Marseille,Ligue 1,27,1994,31.7,36,1.135646688,32,0,0,3,1,0,1,0.031545741,1,0,0,0,0,0
1727,Bryan Mbeumo,CMR,FW,Brentford,Premier League,22,1999,32.3,97,3.003095975,62,27,7,0,1,0,15,0.464396285,12,2,1,0,0,0
1728,Jason Mbock,FRA,"MF,FW",Angers,Ligue 1,22,1999,0.3,1,3.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1729,Jean-Manuel Mbom,GER,MF,Werder Bremen,Bundesliga,22,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,Nathanael Mbuku,FRA,"FW,MF","Reims,Augsburg","Ligue 1,Bundesliga",20,2002,1.1,1,0.909090909,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1732,James McArthur,SCO,MF,Crystal Palace,Premier League,34,1987,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,Alex McCarthy,ENG,GK,Southampton,Premier League,32,1989,6,1,0.166666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1734,John McGinn,SCO,"MF,FW",Aston Villa,Premier League,27,1994,29.9,80,2.675585284,56,10,5,3,5,1,10,0.334448161,7,1,0,0,2,0
1735,Scott McKenna,SCO,DF,Nott'ham Forest,Premier League,25,1996,17.5,10,0.571428571,10,0,0,0,0,0,1,0.057142857,1,0,0,0,0,0
1736,Weston McKennie,USA,MF,"Leeds United,Juventus","Premier League,Serie A",23,1998,27.7,47,1.696750903,40,3,1,3,0,0,4,0.144404332,3,1,0,0,0,0
1738,Dwight McNeil,ENG,"FW,MF",Everton,Premier League,22,1999,27.8,108,3.884892086,53,36,9,6,2,2,12,0.431654676,4,3,3,0,1,1
1739,Scott McTominay,SCO,MF,Manchester Utd,Premier League,25,1996,12.9,23,1.782945736,18,0,1,2,2,0,0,0,0,0,0,0,0,0
1740,Gary Medel,CHI,"MF,DF",Bologna,Serie A,34,1987,16.4,23,1.402439024,20,0,0,0,1,2,2,0.12195122,2,0,0,0,0,0
1741,Facundo Medina,ARG,DF,Lens,Ligue 1,23,1999,30.9,46,1.488673139,40,2,0,4,0,0,6,0.194174757,4,1,0,1,0,0
1742,Fernando Medrano,ESP,DF,Celta Vigo,La Liga,22,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,Ben Mee,ENG,DF,Brentford,Premier League,32,1989,36.3,33,0.909090909,23,0,1,7,1,1,1,0.027548209,1,0,0,0,0,0
1744,Bamo Meïté,CIV,DF,Lorient,Ligue 1,21,2001,16.7,6,0.359281437,5,0,0,1,0,0,1,0.05988024,1,0,0,0,0,0
1745,Soualiho Meïté,FRA,MF,Cremonese,Serie A,28,1994,26.3,45,1.711026616,38,1,3,0,1,2,3,0.114068441,3,0,0,0,0,0
1746,Farid El Melali,ALG,"DF,FW",Angers,Ligue 1,25,1997,9,12,1.333333333,7,1,2,0,2,0,1,0.111111111,1,0,0,0,0,0
1747,Gonzalo Melero,ESP,MF,Almería,La Liga,28,1994,20.6,53,2.572815534,45,1,1,5,1,0,6,0.291262136,5,0,0,1,0,0
1748,Birger Meling,NOR,DF,Rennes,Ligue 1,27,1994,13.4,18,1.343283582,16,2,0,0,0,0,3,0.223880597,3,0,0,0,0,0
1749,Memphis,NED,FW,"Barcelona,Atlético Madrid",La Liga,28,1994,4.3,21,4.88372093,13,2,3,1,2,0,2,0.465116279,1,0,1,0,0,0
1751,Houboulang Mendes,GNB,DF,Almería,La Liga,24,1998,9.8,9,0.918367347,6,2,1,0,0,0,1,0.102040816,1,0,0,0,0,0
1752,Nuno Mendes,POR,DF,Paris S-G,Ligue 1,20,2002,17.2,45,2.61627907,39,0,4,1,0,1,7,0.406976744,7,0,0,0,0,0
1753,Pedro Mendes,POR,DF,Montpellier,Ligue 1,31,1990,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,Thiago Mendes,BRA,"MF,DF",Lyon,Ligue 1,30,1992,22.9,28,1.222707424,26,0,0,2,0,0,5,0.218340611,5,0,0,0,0,0
1755,Brais Méndez,ESP,MF,Real Sociedad,La Liga,25,1997,26.7,98,3.670411985,54,30,6,3,5,0,11,0.411985019,6,2,1,2,0,0
1756,Diego Méndez,ESP,MF,Rayo Vallecano,La Liga,18,2003,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
1757,Antoine Mendy,FRA,DF,Nice,Ligue 1,18,2004,5.8,17,2.931034483,12,2,0,2,0,1,2,0.344827586,1,0,0,1,0,0
1758,Arial Mendy,SEN,DF,Clermont Foot,Ligue 1,27,1994,2.5,5,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0
1759,Batista Mendy,FRA,"MF,DF",Angers,Ligue 1,22,2000,31.8,40,1.257861635,36,0,3,1,0,0,0,0,0,0,0,0,0,0
1760,Edouard Mendy,SEN,GK,Chelsea,Premier League,30,1992,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761,Ferland Mendy,FRA,DF,Real Madrid,La Liga,27,1995,15,28,1.866666667,25,1,1,0,0,1,2,0.133333333,2,0,0,0,0,0
1762,Nampalys Mendy,SEN,MF,Leicester City,Premier League,30,1992,8.4,9,1.071428571,5,0,1,0,1,2,0,0,0,0,0,0,0,0
1763,Gideon Mensah,GHA,DF,Auxerre,Ligue 1,24,1998,25.1,50,1.992031873,42,4,0,1,1,2,0,0,0,0,0,0,0,0
1764,Chris Mepham,WAL,DF,Bournemouth,Premier League,24,1997,24.4,8,0.327868852,6,0,0,2,0,0,0,0,0,0,0,0,0,0
1765,Jorge Meré,ESP,DF,Cádiz,La Liga,25,1997,6.7,4,0.597014925,2,0,0,2,0,0,0,0,0,0,0,0,0,0
1766,Alex Meret,ITA,GK,Napoli,Serie A,25,1997,34,1,0.029411765,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,Mikel Merino,ESP,MF,Real Sociedad,La Liga,26,1996,27.7,93,3.357400722,81,1,1,3,2,5,13,0.469314079,11,0,0,1,0,1
1768,Quentin Merlin,FRA,DF,Nantes,Ligue 1,20,2002,19.9,58,2.914572864,33,17,3,3,2,0,3,0.150753769,2,1,0,0,0,0
1769,Yıldırım Mert Çetin,TUR,DF,Lecce,Serie A,25,1997,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,Roque Mesa,ESP,MF,Valladolid,La Liga,33,1989,18,40,2.222222222,37,1,0,1,0,1,1,0.055555556,1,0,0,0,0,0
1771,Illan Meslier,FRA,GK,Leeds United,Premier League,22,2000,34,4,0.117647059,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1772,Lionel Messi,ARG,"FW,MF",Paris S-G,Ligue 1,35,1987,31.5,197,6.253968254,128,30,18,10,9,2,35,1.111111111,27,2,3,1,2,0
1773,Junior Messias,BRA,"FW,DF",Milan,Serie A,31,1991,16.6,46,2.771084337,29,1,5,5,5,1,7,0.421686747,5,0,1,0,1,0
1774,Amine Messoussa,FRA,FW,Lille,Ligue 1,17,2004,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
1775,Thomas Meunier,BEL,DF,Dortmund,Bundesliga,30,1991,6.5,17,2.615384615,15,1,0,0,1,0,0,0,0,0,0,0,0,0
1776,Alexander Meyer,GER,GK,Dortmund,Bundesliga,31,1991,7,1,0.142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,Sven Michel,GER,"FW,MF",Union Berlin,Bundesliga,32,1990,5.5,13,2.363636364,12,0,1,0,0,0,2,0.363636364,2,0,0,0,0,0
1778,Alex Mighten,ENG,FW,Nott'ham Forest,Premier League,20,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,Tommaso Milanese,ITA,MF,Cremonese,Serie A,20,2002,0.3,2,6.666666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1780,Nikola Milenković,SRB,DF,Fiorentina,Serie A,24,1997,23.7,24,1.012658228,21,0,0,3,0,0,2,0.084388186,2,0,0,0,0,0
1781,Lewis Miley,ENG,MF,Newcastle Utd,Premier League,16,2006,0.2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,Arkadiusz Milik,POL,FW,"Juventus,Marseille","Serie A,Ligue 1",28,1994,19,36,1.894736842,20,1,1,7,3,4,3,0.157894737,2,0,0,0,0,1
1784,Sergej Milinković-Savić,SRB,MF,Lazio,Serie A,27,1995,33.6,79,2.351190476,67,1,4,4,2,1,13,0.386904762,12,0,0,1,0,0
1785,Vanja Milinković-Savić,SRB,GK,Torino,Serie A,25,1997,38,6,0.157894737,4,2,0,0,0,0,1,0.026315789,1,0,0,0,0,0
1786,Éder Militão,BRA,DF,Real Madrid,La Liga,24,1998,30,22,0.733333333,19,2,0,0,1,0,4,0.133333333,3,0,0,0,1,0
1787,Luka Milivojević,SRB,MF,Crystal Palace,Premier League,31,1991,5.7,3,0.526315789,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1788,Luis Milla,ESP,MF,Getafe,La Liga,27,1994,20.6,47,2.281553398,22,20,1,0,3,1,3,0.145631068,2,1,0,0,0,0
1789,Pere Milla,ESP,"FW,MF",Elche,La Liga,29,1992,20.5,43,2.097560976,27,0,3,4,8,1,3,0.146341463,2,0,0,0,1,0
1790,Enzo Millot,FRA,MF,Stuttgart,Bundesliga,20,2002,9.9,34,3.434343434,21,2,4,2,3,2,3,0.303030303,2,0,1,0,0,0
1791,James Milner,ENG,"MF,DF",Liverpool,Premier League,36,1986,10.1,36,3.564356436,27,4,3,2,0,0,3,0.297029703,2,1,0,0,0,0
1792,Marko Milovanović,SRB,FW,Almería,La Liga,18,2003,0.2,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1793,Kim Min-jae,KOR,DF,Napoli,Serie A,25,1996,33.9,37,1.091445428,34,0,0,1,0,2,3,0.088495575,2,0,0,1,0,0
1794,Yerry Mina,COL,DF,Everton,Premier League,27,1994,6.6,8,1.212121212,5,0,0,1,2,0,1,0.151515152,0,0,0,0,1,0
1795,Takumi Minamino,JPN,"MF,FW",Monaco,Ligue 1,27,1995,8,27,3.375,20,1,0,3,2,1,4,0.5,2,1,0,0,1,0
1796,Tyrone Mings,ENG,DF,Aston Villa,Premier League,29,1993,35,23,0.657142857,17,0,0,2,4,0,4,0.114285714,2,0,0,1,1,0
1797,Óscar Mingueza,ESP,DF,Celta Vigo,La Liga,23,1999,14.3,24,1.678321678,23,0,0,1,0,0,0,0,0,0,0,0,0,0
1798,Rafa Mir,ESP,FW,Sevilla,La Liga,25,1997,14.4,19,1.319444444,14,0,0,4,1,0,0,0,0,0,0,0,0,0
1799,Aleksei Miranchuk,RUS,MF,Torino,Serie A,26,1995,23.2,78,3.362068966,67,3,1,3,3,1,9,0.387931034,7,0,0,1,1,0
1800,Juan Miranda,ESP,DF,Betis,La Liga,22,2000,16.4,38,2.317073171,30,7,0,0,1,0,4,0.243902439,4,0,0,0,0,0
1801,Antonio Mirante,ITA,GK,Milan,Serie A,39,1983,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
1802,Fabio Miretti,ITA,"MF,FW",Juventus,Serie A,18,2003,13.7,48,3.503649635,31,5,5,5,2,0,7,0.510948905,6,0,0,0,1,0
1803,Filippo Missori,ITA,DF,Roma,Serie A,18,2004,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,Tyrick Mitchell,ENG,DF,Crystal Palace,Premier League,22,1999,32.1,33,1.028037383,28,1,2,0,0,2,3,0.093457944,3,0,0,0,0,0
1805,Kaoru Mitoma,JPN,"FW,MF",Brighton,Premier League,25,1997,25.8,108,4.186046512,78,1,18,5,4,2,15,0.581395349,10,0,2,2,1,0
1806,Aleksandar Mitrović,SRB,FW,Fulham,Premier League,27,1994,22.3,55,2.466367713,26,0,9,13,6,1,10,0.448430493,3,0,1,4,2,0
1807,Stefan Mitrović,SRB,DF,Getafe,La Liga,32,1990,18.7,4,0.213903743,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1808,Maximilian Mittelstädt,GER,"DF,MF",Hertha BSC,Bundesliga,25,1997,9.4,23,2.446808511,15,2,2,2,1,1,0,0,0,0,0,0,0,0
1809,Henrikh Mkhitaryan,ARM,MF,Inter,Serie A,33,1989,22.1,80,3.619909502,61,0,2,5,8,4,8,0.36199095,7,0,0,0,0,1
1810,Anthony Modeste,FRA,FW,Dortmund,Bundesliga,34,1988,9,12,1.333333333,10,0,0,2,0,0,1,0.111111111,1,0,0,0,0,0
1811,Luka Modrić,CRO,MF,Real Madrid,La Liga,36,1985,19.4,85,4.381443299,75,6,2,1,1,0,9,0.463917526,6,2,0,0,1,0
1812,Terem Moffi,NGA,FW,"Nice,Lorient",Ligue 1,23,1999,30.2,76,2.516556291,55,0,6,6,1,1,4,0.132450331,5,0,3,0,0,0
1814,Mostafa Mohamed,EGY,FW,Nantes,Ligue 1,24,1997,21.5,37,1.720930233,22,0,3,8,4,0,6,0.279069767,4,0,0,1,1,0
1815,Tobias Mohr,GER,"DF,MF",Schalke 04,Bundesliga,26,1995,9.3,29,3.11827957,17,8,1,2,1,0,4,0.430107527,3,1,0,0,0,0
1816,Johan Mojica,COL,DF,"Villarreal,Elche",La Liga,29,1992,10.1,16,1.584158416,14,2,0,0,0,0,0,0,0,0,0,0,0,0
1818,Clinton Mola,ENG,DF,Stuttgart,Bundesliga,21,2001,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,Nahuel Molina,ARG,DF,Atlético Madrid,La Liga,24,1998,31.9,92,2.884012539,83,5,2,0,1,1,6,0.188087774,5,0,0,0,1,0
1820,Salvatore Molina,ITA,DF,Monza,Serie A,30,1992,2.5,5,2,5,0,0,0,0,0,1,0.4,1,0,0,0,0,0
1821,Florent Mollet,FRA,MF,"Nantes,Schalke 04","Ligue 1,Bundesliga",30,1991,16.7,63,3.77245509,37,13,1,6,6,0,3,0.179640719,2,1,0,0,0,0
1823,Jon Moncayola,ESP,"MF,DF",Osasuna,La Liga,24,1998,27.2,68,2.5,54,3,0,8,3,0,9,0.330882353,5,0,0,3,1,0
1824,Monchu,ESP,MF,Valladolid,La Liga,22,1999,22.6,73,3.230088496,42,19,0,6,4,2,5,0.221238938,3,1,0,1,0,0
1825,César Montes,MEX,DF,Espanyol,La Liga,25,1997,17.7,10,0.564971751,6,1,0,3,0,0,2,0.11299435,0,0,0,2,0,0
1826,Daniele Montevago,ITA,FW,Sampdoria,Serie A,19,2003,2.6,7,2.692307692,6,0,0,1,0,0,0,0,0,0,0,0,0,0
1827,Gonzalo Montiel,ARG,DF,Sevilla,La Liga,25,1997,16.9,41,2.426035503,33,6,1,0,0,1,5,0.295857988,5,0,0,0,0,0
1828,Lorenzo Montipò,ITA,GK,Hellas Verona,Serie A,26,1996,37,12,0.324324324,5,7,0,0,0,0,0,0,0,0,0,0,0,0
1829,Martín Montoya,ESP,DF,Betis,La Liga,31,1991,5,7,1.4,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,Kieffer Moore,WAL,FW,Bournemouth,Premier League,29,1992,14.2,18,1.267605634,14,0,1,0,3,0,2,0.14084507,2,0,0,0,0,0
1831,Andrew Moran,IRL,FW,Brighton,Premier League,18,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,Álvaro Morata,ESP,FW,Atlético Madrid,La Liga,29,1992,21.1,48,2.274881517,30,0,6,5,7,0,9,0.426540284,4,0,3,1,1,0
1833,Jon Morcillo,ESP,"FW,MF",Athletic Club,La Liga,23,1998,0.8,4,5,4,0,0,0,0,0,1,1.25,1,0,0,0,0,0
1834,Alberto Moreno,ESP,DF,Villarreal,La Liga,30,1992,14.4,28,1.944444444,24,2,1,1,0,0,2,0.138888889,2,0,0,0,0,0
1835,Álex Moreno,ESP,DF,"Aston Villa,Betis","Premier League,La Liga",29,1993,29.8,54,1.812080537,44,2,5,3,0,0,7,0.234899329,3,1,0,0,0,0
1837,Diego Moreno,ESP,DF,Osasuna,La Liga,21,2001,7.1,7,0.985915493,4,1,2,0,0,0,0,0,0,0,0,0,0,0
1838,Gerard Moreno,ESP,FW,Villarreal,La Liga,30,1992,13.7,48,3.503649635,35,0,6,4,2,1,5,0.364963504,4,0,0,1,0,0
1839,Marlos Moreno,COL,"MF,DF",Troyes,Ligue 1,25,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,Tete Morente,ESP,"MF,DF",Elche,La Liga,25,1996,23,53,2.304347826,32,4,10,3,3,1,2,0.086956522,1,0,0,0,1,0
1841,Ilaix Moriba,GUI,MF,Valencia,La Liga,19,2003,11.2,35,3.125,28,1,2,1,2,1,3,0.267857143,2,0,0,0,0,1
1842,Manu Morlanes,ESP,MF,"Villarreal,Mallorca",La Liga,23,1999,9.6,9,0.9375,8,0,0,1,0,0,2,0.208333333,1,0,0,1,0,0
1844,Nikola Moro,CRO,MF,Bologna,Serie A,24,1998,13.6,49,3.602941176,43,0,4,1,1,0,6,0.441176471,5,0,1,0,0,0
1845,Loren Morón,ESP,FW,Betis,La Liga,28,1993,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,Cristhian Mosquera,COL,DF,Valencia,La Liga,18,2004,1.6,1,0.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,Dany Mota,POR,"FW,MF",Monza,Serie A,24,1998,21.2,57,2.688679245,42,0,5,6,4,0,8,0.377358491,2,0,3,1,2,0
1848,Lebo Mothiba,RSA,"FW,MF",Strasbourg,Ligue 1,26,1996,4.8,6,1.25,3,0,1,0,2,0,1,0.208333333,1,0,0,0,0,0
1849,Youssoufa Moukoko,GER,FW,Dortmund,Bundesliga,17,2004,12.7,29,2.283464567,19,0,7,2,1,0,7,0.551181102,5,0,2,0,0,0
1850,Steve Mounié,BEN,FW,Brest,Ligue 1,27,1994,18.4,37,2.010869565,24,0,0,10,1,2,4,0.217391304,2,0,0,2,0,0
1851,Mason Mount,ENG,"MF,FW",Chelsea,Premier League,23,1999,18.3,57,3.114754098,42,9,2,2,2,0,7,0.382513661,5,0,0,1,1,0
1852,Lucas Moura,BRA,"MF,DF",Tottenham,Premier League,29,1992,1.7,9,5.294117647,6,0,1,0,1,1,1,0.588235294,0,0,1,0,0,0
1853,Bevic Moussiti-Oko,CGO,FW,Ajaccio,Ligue 1,27,1995,7.8,18,2.307692308,9,0,2,3,4,0,0,0,0,0,0,0,0,0
1854,João Moutinho,POR,MF,Wolves,Premier League,35,1986,19.8,66,3.333333333,49,14,0,2,1,0,3,0.151515152,3,0,0,0,0,0
1855,João Moutinho,POR,"DF,FW",Spezia,Serie A,24,1998,0.6,1,1.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,Samuel Moutoussamy,COD,MF,Nantes,Ligue 1,25,1996,26.7,52,1.947565543,46,0,2,0,2,2,5,0.187265918,4,0,0,0,1,0
1857,Divin Mubama,ENG,FW,West Ham,Premier League,17,2004,0.4,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1858,Mykhailo Mudryk,UKR,"FW,MF",Chelsea,Premier League,21,2001,7.3,21,2.876712329,13,3,1,1,3,0,2,0.273972603,2,0,0,0,0,0
1859,François Mughe,CMR,MF,Marseille,Ligue 1,18,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,Nordi Mukiele,FRA,DF,Paris S-G,Ligue 1,24,1997,12.6,20,1.587301587,16,0,1,2,1,0,5,0.396825397,4,0,0,1,0,0
1861,Mert Müldür,TUR,"FW,DF",Sassuolo,Serie A,23,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,Florian Müller,GER,GK,Stuttgart,Bundesliga,24,1997,19,4,0.210526316,3,1,0,0,0,0,0,0,0,0,0,0,0,0
1863,Thomas Müller,GER,"FW,MF",Bayern Munich,Bundesliga,32,1989,18.5,86,4.648648649,74,2,4,5,0,1,12,0.648648649,10,0,0,2,0,0
1864,Abdul Mumin,GHA,DF,Rayo Vallecano,La Liga,24,1998,10.2,6,0.588235294,4,0,0,2,0,0,0,0,0,0,0,0,0,0
1865,Marshall Munetsi,ZIM,MF,Reims,Ligue 1,26,1996,30,75,2.5,60,0,3,5,6,1,5,0.166666667,3,0,1,0,1,0
1866,Iker Muniain,ESP,"MF,FW",Athletic Club,La Liga,29,1992,18.8,108,5.744680851,65,31,1,2,9,0,12,0.638297872,8,2,0,0,2,0
1867,Aihen Muñoz,ESP,DF,Real Sociedad,La Liga,24,1997,19.5,36,1.846153846,25,2,5,3,1,0,2,0.102564103,2,0,0,0,0,0
1868,Álvaro Muñoz,URU,FW,Real Madrid,La Liga,18,2004,0.9,1,1.111111111,1,0,0,0,0,0,1,1.111111111,1,0,0,0,0,0
1869,Iker Muñoz,ESP,MF,Osasuna,La Liga,19,2002,2.8,3,1.071428571,2,0,0,1,0,0,0,0,0,0,0,0,0,0
1870,Pablo Muñoz,ESP,MF,Rayo Vallecano,La Liga,18,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
